rollout/success_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,curriculum/epsilon,train/critic_loss,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,eval/clean_success_rate,eval/clean_mean_d
1.0,50.0,32000,56,-1.59,0.0,0.03993380069732666,640,31899,-2.4547996520996094,565,0.0003,0.8748579025268555,0.0033278714399784803,,
1.0,50.0,32200,56,-1.54,0.0,0.024173621088266373,644,32099,-2.3291897773742676,569,0.0003,-0.3757176995277405,0.0033951036166399717,,
1.0,50.0,32400,56,-1.55,0.0,0.03391767665743828,648,32299,-2.380908250808716,572,0.0003,-0.8729555606842041,0.003361846785992384,,
1.0,50.0,32600,56,-1.58,0.0,0.029114332050085068,652,32499,-2.2844972610473633,575,0.0003,0.35391002893447876,0.003331885440275073,,
1.0,50.0,32800,56,-1.57,0.0,0.0277215875685215,656,32699,-2.3449807167053223,578,0.0003,0.6268872618675232,0.0033571370877325535,,
1.0,50.0,33000,56,-1.59,0.0,0.03263770788908005,660,32899,-2.15335750579834,582,0.0003,1.5267281532287598,0.003404822899028659,,
1.0,50.0,33200,56,-1.61,0.0,0.030017778277397156,664,33099,-2.4673759937286377,585,0.0003,-2.1689136028289795,0.003392142243683338,,
1.0,50.0,33400,56,-1.6,0.0,0.028661534190177917,668,33299,-2.256740093231201,588,0.0003,2.5640511512756348,0.0033971699886024,,
1.0,50.0,33600,56,-1.6,0.0,0.040459468960762024,672,33499,-2.496805191040039,591,0.0003,-1.9521960020065308,0.0034308729227632284,,
1.0,50.0,33800,56,-1.61,0.0,0.02751597762107849,676,33699,-2.3175108432769775,595,0.0003,1.3666093349456787,0.0033363099209964275,,
1.0,50.0,34000,56,-1.59,0.0,0.03301425278186798,680,33899,-2.407254219055176,598,0.0003,0.2810301184654236,0.003389285411685705,,
1.0,50.0,34200,56,-1.62,0.0,0.04037997126579285,684,34099,-2.068053960800171,601,0.0003,2.20768666267395,0.0033168515656143427,,
1.0,50.0,34400,56,-1.59,0.0,0.030814023688435555,688,34299,-2.3727078437805176,604,0.0003,-2.9760661125183105,0.003376250620931387,,
1.0,50.0,34600,56,-1.59,0.0,0.029896683990955353,692,34499,-2.263449192047119,608,0.0003,-3.0829901695251465,0.003318688366562128,,
1.0,50.0,34800,56,-1.6,0.0,0.03309143707156181,696,34699,-2.098787307739258,611,0.0003,1.161315679550171,0.0032536284998059273,,
1.0,50.0,35000,56,-1.58,0.0,0.02669679932296276,700,34899,-2.244396924972534,615,0.0003,0.6934847831726074,0.0031543897930532694,1.0,0.017960691459892413
1.0,50.0,35200,56,-1.57,0.0,0.029202379286289215,704,35099,-2.293651580810547,619,0.0003,-1.9858566522598267,0.003140604356303811,,
1.0,50.0,35400,56,-1.54,0.0,0.03125214949250221,708,35299,-2.2843639850616455,622,0.0003,-0.8712335824966431,0.0030754043255001307,,
1.0,50.0,35600,56,-1.54,0.0,0.03113093227148056,712,35499,-2.2295985221862793,625,0.0003,0.8428354263305664,0.003123244969174266,,
1.0,50.0,35800,56,-1.56,0.0,0.032708290964365005,716,35699,-2.1063332557678223,628,0.0003,1.557586669921875,0.0031739328987896442,,
1.0,50.0,36000,56,-1.62,0.0,0.02790019102394581,720,35899,-2.2351598739624023,632,0.0003,-0.42305704951286316,0.0032460445072501898,,
1.0,50.0,36200,56,-1.63,0.0,0.030241448432207108,724,36099,-2.164834499359131,635,0.0003,-0.6033754348754883,0.0031928711105138063,,
1.0,50.0,36400,57,-1.62,0.0,0.026586458086967468,728,36299,-2.086758613586426,638,0.0003,-0.10054987668991089,0.0032575016375631094,,
1.0,50.0,36600,57,-1.66,0.0,0.026126306504011154,732,36499,-2.2465803623199463,641,0.0003,-0.013689875602722168,0.0032653086818754673,,
1.0,50.0,36800,57,-1.7,0.0,0.026947252452373505,736,36699,-2.183990478515625,644,0.0003,1.340212106704712,0.003290276974439621,,
1.0,50.0,37000,57,-1.71,0.0,0.02923678606748581,740,36899,-2.3596677780151367,648,0.0003,-1.6622837781906128,0.00335784163326025,,
1.0,50.0,37200,57,-1.75,0.0,0.02993929758667946,744,37099,-2.301800489425659,651,0.0003,0.07077223062515259,0.003275063820183277,,
1.0,50.0,37400,57,-1.77,0.0,0.033142924308776855,748,37299,-2.208841562271118,654,0.0003,1.382672667503357,0.003299562493339181,,
1.0,50.0,37600,57,-1.75,0.0,0.022004347294569016,752,37499,-2.3902053833007812,657,0.0003,-2.7191355228424072,0.003372977487742901,,
1.0,50.0,37800,57,-1.78,0.0,0.030046742409467697,756,37699,-2.1786093711853027,660,0.0003,0.8255999684333801,0.0033000896219164133,,
1.0,50.0,38000,57,-1.8,0.0,0.03043569251894951,760,37899,-2.1443684101104736,664,0.0003,-0.5273641347885132,0.0032742503099143505,,
1.0,50.0,38200,57,-1.79,0.0,0.031696341931819916,764,38099,-2.2374916076660156,667,0.0003,0.07709026336669922,0.003244023770093918,,
1.0,50.0,38400,57,-1.8,0.0,0.024947315454483032,768,38299,-2.223012685775757,670,0.0003,-2.759171485900879,0.003194794524461031,,
1.0,50.0,38600,57,-1.82,0.0,0.026390178129076958,772,38499,-2.0962953567504883,673,0.0003,-0.8471383452415466,0.003069451777264476,,
1.0,50.0,38800,57,-1.81,0.0,0.02796195074915886,776,38699,-2.052255868911743,677,0.0003,0.5669008493423462,0.0030552889220416546,,
1.0,50.0,39000,57,-1.81,0.0,0.03495951369404793,780,38899,-2.153671979904175,680,0.0003,0.6872150897979736,0.002956114010885358,,
1.0,50.0,39200,57,-1.79,0.0,0.034813813865184784,784,39099,-2.250087261199951,683,0.0003,-2.6900014877319336,0.0029132203198969364,,
1.0,50.0,39400,57,-1.83,0.0,0.028641648590564728,788,39299,-2.117687702178955,686,0.0003,-1.485581636428833,0.002861532149836421,,
1.0,50.0,39600,57,-1.84,0.0,0.01825958490371704,792,39499,-2.184781551361084,689,0.0003,-2.0910792350769043,0.002863464877009392,,
1.0,50.0,39800,57,-1.84,0.0,0.028656603768467903,796,39699,-2.04473876953125,693,0.0003,2.6823816299438477,0.002860624808818102,,
1.0,50.0,40000,57,-1.84,0.0,0.0267060287296772,800,39899,-2.256051540374756,697,0.0003,-1.425610065460205,0.0028663526754826307,1.0,0.012051394335913143
1.0,50.0,40200,57,-1.82,0.0,0.021463356912136078,804,40099,-2.0782880783081055,700,0.0003,1.5408358573913574,0.0028781243599951267,,
1.0,50.0,40400,57,-1.83,0.0,0.03065837360918522,808,40299,-1.9807307720184326,704,0.0003,2.2830004692077637,0.00291232718154788,,
1.0,50.0,40600,57,-1.85,0.0,0.023901663720607758,812,40499,-2.0276641845703125,707,0.0003,-0.981176495552063,0.002913680160418153,,
1.0,50.0,40800,57,-1.85,0.0,0.018982190638780594,816,40699,-2.1285979747772217,710,0.0003,-0.4426615834236145,0.0028539609629660845,,
1.0,50.0,41000,57,-1.83,0.0,0.024951763451099396,820,40899,-2.1325230598449707,713,0.0003,0.11647629737854004,0.002879197709262371,,
1.0,50.0,41200,57,-1.8,0.0,0.020127568393945694,824,41099,-1.938456416130066,717,0.0003,2.5034327507019043,0.0029042381793260574,,
1.0,50.0,41400,57,-1.8,0.0,0.023482441902160645,828,41299,-2.082284688949585,720,0.0003,0.8070152401924133,0.002866083523258567,,
1.0,50.0,41600,57,-1.77,0.0,0.025765173137187958,832,41499,-2.1153008937835693,723,0.0003,-2.0632076263427734,0.0028496896848082542,,
1.0,50.0,41800,57,-1.76,0.0,0.01776367425918579,836,41699,-2.2295916080474854,726,0.0003,-2.893153190612793,0.002806274686008692,,
1.0,50.0,42000,57,-1.79,0.0,0.027650386095046997,840,41899,-1.9776791334152222,729,0.0003,0.3720836043357849,0.002783610252663493,,
1.0,50.0,42200,57,-1.79,0.0,0.02656690776348114,844,42099,-2.000396966934204,733,0.0003,0.13804984092712402,0.002741088392212987,,
1.0,50.0,42400,57,-1.77,0.0,0.021459637209773064,848,42299,-2.123499870300293,736,0.0003,-3.1331942081451416,0.0026979472022503614,,
1.0,50.0,42600,57,-1.77,0.0,0.02159789204597473,852,42499,-2.069608688354492,739,0.0003,-0.9529232382774353,0.0026846635155379772,,
1.0,50.0,42800,57,-1.74,0.0,0.024597158655524254,856,42699,-1.915609359741211,743,0.0003,1.358845829963684,0.00273373955860734,,
1.0,50.0,43000,57,-1.7,0.0,0.028106318786740303,860,42899,-2.0347397327423096,746,0.0003,-1.548252820968628,0.002704598708078265,,
1.0,50.0,43200,57,-1.7,0.0,0.02364550530910492,864,43099,-2.0939011573791504,749,0.0003,-1.8942897319793701,0.002754861256107688,,
1.0,50.0,43400,57,-1.71,0.0,0.02201799303293228,868,43299,-2.0355682373046875,753,0.0003,-0.6626138091087341,0.0026967611629515886,,
1.0,50.0,43600,57,-1.69,0.0,0.026987764984369278,872,43499,-1.9521188735961914,756,0.0003,3.1992623805999756,0.0026204558089375496,,
1.0,50.0,43800,57,-1.69,0.0,0.023262787610292435,876,43699,-2.164801597595215,759,0.0003,-2.2621352672576904,0.002587301190942526,,
1.0,50.0,44000,57,-1.72,0.0,0.021352466195821762,880,43899,-2.0147864818573,762,0.0003,-0.3280491232872009,0.002636099001392722,,
1.0,50.0,44200,57,-1.72,0.0,0.024495694786310196,884,44099,-1.8871068954467773,766,0.0003,1.3232781887054443,0.002590190852060914,,
